date,fixed_total,bnh_total,eq_total
2021-03-31,50000.0,50000.0,50000.0
2021-04-01,51042.06,51042.06,51130.01
2021-04-05,51968.52,51964.75,52361.57
2021-04-06,51800.03,51792.22,52188.15
2021-04-07,52671.75,52666.26,52780.49
2021-04-08,53502.76,53494.69,53357.92
2021-04-09,54203.89,54190.46,53919.58
2021-04-12,55333.57,55345.43,54261.59
2021-04-13,56864.83,56879.51,55062.99
2021-04-14,55623.14,55634.48,54345.7
2021-04-15,57725.18,57751.16,55679.87
2021-04-16,57239.35,57260.64,55559.21
2021-04-19,56362.79,56368.33,55099.72
2021-04-20,55651.82,55657.45,54666.18
2021-04-21,56082.43,56091.72,55033.5
2021-04-22,54815.92,54816.79,54157.78
2021-04-23,56076.57,56081.16,55174.98
2021-04-26,56552.67,56561.47,55454.51
2021-04-27,56306.36,56313.68,55279.05
2021-04-28,55944.28,55951.24,55146.75
2021-04-29,56012.22,56020.67,55318.17
2021-04-30,55010.58,55016.8,54642.64
2021-05-03,54915.46,54914.3,54560.26
2021-05-04,53045.25,53045.13,53399.11
2021-05-05,53295.3,53297.16,53485.71
2021-05-06,53754.77,53753.62,53999.81
2021-05-07,54432.65,54436.82,54536.53
2021-05-10,52724.49,52724.42,53230.38
2021-05-11,52603.96,52607.57,52944.06
2021-05-12,50939.21,50937.93,51409.05
2021-05-13,51224.16,51214.32,51952.99
2021-05-14,52807.15,52804.82,53204.54
2021-05-17,52418.7,52417.75,52948.1
2021-05-18,51846.86,51846.17,52411.82
2021-05-19,51905.99,51907.01,52478.2
2021-05-20,53460.81,53468.16,53528.9
2021-05-21,53770.84,53793.03,53532.42
2021-05-24,55264.02,55297.08,54803.67
2021-05-25,55288.51,55323.03,54839.42
2021-05-26,55374.66,55410.63,54970.19
2021-05-27,54656.63,54691.72,54510.01
2021-05-28,55915.21,55971.2,55028.2
2021-06-01,55883.57,55941.0,55027.81
2021-06-02,56994.99,57063.12,55437.72
2021-06-03,57032.93,57110.17,55238.02
2021-06-04,58645.72,58731.61,56422.18
2021-06-07,58723.09,58809.97,56613.89
2021-06-08,58598.35,58678.78,56492.25
2021-06-09,58504.29,58581.24,56526.77
2021-06-10,58415.65,58497.17,56829.58
2021-06-11,59413.12,59501.19,57252.59
2021-06-14,60421.28,60505.37,57853.97
2021-06-15,59821.14,59901.82,57428.33
2021-06-16,59967.34,60047.12,57322.26
2021-06-17,61873.63,61970.06,58331.7
2021-06-18,61563.01,61662.74,57844.34
2021-06-21,61554.55,61643.76,58288.15
2021-06-22,62752.96,62848.97,58999.86
2021-06-23,63009.89,63110.98,59061.81
2021-06-24,63223.61,63329.25,59308.94
2021-06-25,62838.74,62940.84,59121.63
2021-06-28,64949.02,65070.37,60155.17
2021-06-29,65348.33,65466.35,60407.77
2021-06-30,65434.47,65550.1,60411.38
2021-07-01,65886.08,66006.1,60717.96
2021-07-02,67051.21,67072.77,61757.88
2021-07-06,67734.16,67891.3,62156.14
2021-07-07,67470.15,67801.98,62283.19
2021-07-08,66344.53,66650.72,61487.7
2021-07-09,66827.8,67310.41,61936.14
2021-07-12,67780.05,68051.29,62386.91
2021-07-13,67513.5,67793.26,62437.06
2021-07-14,67304.39,67747.6,62587.13
2021-07-15,65607.61,65970.61,61656.23
2021-07-16,64109.18,64033.63,60779.82
2021-07-19,64365.76,64384.99,60368.17
2021-07-20,64692.37,64829.29,60956.46
2021-07-21,66159.54,66170.46,61799.59
2021-07-22,66730.5,66802.17,62361.42
2021-07-23,67615.83,67095.55,63187.68
2021-07-26,67398.55,66689.15,63125.01
2021-07-27,66698.9,66072.91,62513.9
2021-07-28,67749.15,66258.56,62976.68
2021-07-29,68010.53,66691.75,63177.24
2021-07-30,67582.48,66431.48,62849.46
2021-08-02,67984.39,66831.99,62994.96
2021-08-03,68382.53,67330.96,63457.64
2021-08-04,69008.31,68106.78,63638.18
2021-08-05,69803.68,68809.35,64226.73
2021-08-06,69213.13,68157.97,63932.36
2021-08-09,69295.72,68014.69,63931.79
2021-08-10,68650.06,67241.56,63545.83
2021-08-11,68195.11,66850.96,63387.92
2021-08-12,68949.99,67858.98,64035.11
2021-08-13,69521.38,68432.25,64465.89
2021-08-16,69408.06,68401.15,64610.86
2021-08-17,68241.66,67288.52,63867.22
2021-08-18,67020.94,65719.1,62922.61
2021-08-19,68325.56,67208.89,63815.4
2021-08-20,70415.08,69421.88,65282.13
2021-08-23,72858.09,71873.32,66627.06
2021-08-24,72791.87,71545.73,66545.83
2021-08-25,73508.79,72073.8,66834.15
2021-08-26,73091.62,71633.84,66404.79
2021-08-27,74551.04,72915.52,67293.89
2021-08-30,75126.72,73940.98,67975.9
2021-08-31,74546.53,73115.9,67566.44
2021-09-01,74785.83,73360.44,67718.44
2021-09-02,74478.07,73510.2,67597.56
2021-09-03,75340.86,74481.19,68026.63
2021-09-07,75345.21,74632.76,68057.82
2021-09-08,74580.73,73703.17,67616.17
2021-09-09,74201.09,73186.1,67219.86
2021-09-10,73792.25,72702.94,66612.98
2021-09-13,73562.1,72211.2,66640.89
2021-09-14,73622.07,72086.21,66669.71
2021-09-15,74187.14,72458.56,67309.59
2021-09-16,73863.67,72223.78,67135.28
2021-09-17,72585.98,71022.47,66044.13
2021-09-20,70675.07,68907.29,64572.16
2021-09-21,70988.22,69257.1,64753.37
2021-09-22,72545.59,71056.17,65862.68
2021-09-23,73672.9,72271.04,66615.9
2021-09-24,73199.3,71538.18,66429.22
2021-09-27,72182.16,70431.11,65622.67
2021-09-28,69412.88,67920.12,63429.82
2021-09-29,68940.78,67768.0,63264.78
2021-09-30,69033.61,67867.78,63015.55
2021-10-01,69669.79,68152.62,63842.83
2021-10-04,67237.91,65539.54,62120.64
