date,fixed_total,bnh_total,eq_total
2021-03-31,50000.0,50000.0,50000.0
2021-04-01,50871.68,50871.68,51130.01
2021-04-05,52176.69,52177.77,52361.57
2021-04-06,52113.79,52112.91,52188.15
2021-04-07,52677.38,52675.11,52780.49
2021-04-08,53537.7,53533.81,53357.92
2021-04-09,54356.52,54349.82,53919.57
2021-04-12,53998.87,53995.98,54261.59
2021-04-13,54929.32,54922.42,55062.99
2021-04-14,54128.64,54123.72,54345.7
2021-04-15,55049.81,55043.85,55679.87
2021-04-16,55109.63,55105.74,55559.2
2021-04-19,55040.34,55032.84,55099.7
2021-04-20,54632.21,54627.88,54666.18
2021-04-21,54956.36,54953.71,55033.5
2021-04-22,54275.86,54272.84,54157.77
2021-04-23,55185.76,55181.97,55174.98
2021-04-26,55310.45,55306.24,55454.5
2021-04-27,55286.3,55283.25,55279.05
2021-04-28,54341.07,54331.74,55146.74
2021-04-29,54105.23,54093.89,55318.17
2021-04-30,53652.87,53645.48,54642.64
2021-05-03,53842.63,53832.59,54560.25
2021-05-04,52445.6,52441.15,53399.11
2021-05-05,52358.75,52352.34,53485.71
2021-05-06,53040.04,53033.67,53999.81
2021-05-07,53469.5,53464.6,54536.52
2021-05-10,52219.32,52215.89,53230.38
2021-05-11,51924.9,51922.44,52944.06
2021-05-12,50515.64,50512.07,51409.05
2021-05-13,51394.33,51390.42,51953.0
2021-05-14,52445.42,52441.75,53204.54
2021-05-17,51889.26,51884.9,52948.09
2021-05-18,51374.72,51371.12,52411.82
2021-05-19,51404.69,51402.08,52478.2
2021-05-20,52300.88,52296.32,53528.9
2021-05-21,51773.63,51771.66,53532.42
2021-05-24,52709.73,52710.28,54803.67
2021-05-25,52767.18,52769.18,54839.42
2021-05-26,52732.63,52734.48,54970.19
2021-05-27,52178.08,52180.92,54510.01
2021-05-28,52078.22,52082.88,55028.19
2021-06-01,51770.01,51772.91,55027.81
2021-06-02,51921.06,51922.19,55437.72
2021-06-03,51438.94,51441.59,55238.02
2021-06-04,52460.14,52463.28,56422.17
2021-06-07,52779.9,52786.29,56613.88
2021-06-08,52823.46,52826.71,56492.25
2021-06-09,53011.55,53015.07,56526.76
2021-06-10,53184.23,53193.88,56829.58
2021-06-11,53509.47,53517.18,57252.58
2021-06-14,54368.23,54371.44,57853.96
2021-06-15,54033.27,54036.61,57428.33
2021-06-16,54035.82,54037.01,57322.25
2021-06-17,54745.85,54747.35,58331.7
2021-06-18,54315.71,54318.46,57844.34
2021-06-21,55033.48,55035.77,58288.14
2021-06-22,55684.46,55686.28,58999.85
2021-06-23,55601.2,55603.36,59061.8
2021-06-24,55690.51,55694.83,59308.93
2021-06-25,55452.69,55455.84,59121.63
2021-06-28,56187.86,56191.45,60155.17
2021-06-29,56790.86,56794.05,60407.77
2021-06-30,56868.77,56870.07,60411.37
2021-07-01,57006.62,57008.03,60717.96
2021-07-02,58064.36,58202.52,61757.88
2021-07-06,58656.42,58625.9,62156.14
2021-07-07,59040.14,59389.95,62283.19
2021-07-08,58281.93,58850.52,61487.69
2021-07-09,58809.08,59289.15,61936.13
2021-07-12,59011.21,59098.21,62386.91
2021-07-13,59217.66,59720.91,62437.06
2021-07-14,59702.37,60603.11,62587.13
2021-07-15,58815.18,60308.45,61656.23
2021-07-16,57744.13,59850.21,60779.82
2021-07-19,57228.49,58644.98,60368.17
2021-07-20,57976.06,59649.03,60956.46
2021-07-21,58536.92,59716.33,61799.59
2021-07-22,59194.34,60507.13,62361.42
2021-07-23,59698.85,61243.12,63187.67
2021-07-26,59554.29,61265.39,63125.0
