date,ticker,weight,expected_return,annual_volatility,sharpe_ratio,objective
2021-03-31,AAPL,0.5,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-03-31,MSFT,0.5,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-03-31,GOOGL,4.5102810375396984e-17,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-03-31,SPY,0.0,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-03-31,AGG,0.0,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-03-31,NVDA,1.3183898417423734e-16,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-03-31,BOTZ,0.0,0.35562502883247527,0.31663495319244594,0.9968104457521566,mean_variance
2021-04-01,AAPL,0.49999999999999983,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-04-01,MSFT,0.49999999999999856,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-04-01,GOOGL,8.396061623727746e-16,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-04-01,SPY,4.2559971671998184e-16,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-04-01,AGG,1.0227342558287188e-16,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-04-01,NVDA,2.0122792321330962e-16,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-04-01,BOTZ,1.1303332327675946e-16,0.3608980317277569,0.3165569705671528,1.0137133646206764,mean_variance
2021-07-01,AAPL,0.49999999999999956,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,MSFT,0.2253209558267293,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,GOOGL,1.6949320430598966e-17,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,SPY,0.0,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,AGG,0.0,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,NVDA,0.2746790441732699,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,BOTZ,0.0,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-07-01,SMH,1.6075721347151634e-15,0.3744127741004304,0.35094969012134236,0.9528795252242729,mean_variance
2021-10-01,AAPL,0.2813521307185104,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,MSFT,0.5,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,GOOGL,0.0,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,SPY,0.0,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,AGG,1.028505649615257e-16,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,NVDA,0.218647869281489,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,BOTZ,3.3856068787271133e-16,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,SMH,7.840950111415168e-16,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2021-10-01,URA,0.0,0.32637376059301504,0.3356574448279157,0.8531726765060512,mean_variance
2022-01-03,AAPL,0.4999999999999995,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,MSFT,0.0,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,GOOGL,1.118038557861778e-16,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,SPY,1.4599074084815176e-16,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,AGG,0.0,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,NVDA,0.49999999999999956,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,BOTZ,0.0,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
2022-01-03,SMH,6.418476861114186e-16,0.6354267830883944,0.3748339354546269,1.5885082079513846,mean_variance
