date,ticker,shares,price,value,total_value
2021-03-31,AAPL,210.3243,118.86406707763672,25000.0,50000.0
2021-03-31,MSFT,0.0,226.23538208007812,0.0,50000.0
2021-03-31,GOOGL,0.0,102.28064727783203,0.0,50000.0
2021-03-31,NVDA,1877.6254,13.314689636230469,25000.0,50000.0
2021-03-31,SPY,0.0,370.1654968261719,0.0,50000.0
2021-03-31,BOTZ,0.0,32.6768913269043,0.0,50000.0
2021-04-01,AAPL,213.224,119.69117736816406,25521.03,51042.05
2021-04-01,MSFT,0.0,232.5492706298828,0.0,51042.05
2021-04-01,GOOGL,0.0,105.61608123779297,0.0,51042.05
2021-04-01,NVDA,1852.4338,13.77702522277832,25521.03,51042.05
2021-04-01,SPY,0.0,374.1629333496094,0.0,51042.05
2021-04-01,BOTZ,0.0,33.57416915893555,0.0,51042.05
2021-04-05,AAPL,213.224,122.51316833496094,26122.74,51968.52
2021-04-05,MSFT,0.0,238.9974822998047,0.0,51968.52
2021-04-05,GOOGL,0.0,110.03852844238281,0.0,51968.52
2021-04-05,NVDA,1852.4338,13.952335357666016,25845.78,51968.52
2021-04-05,SPY,0.0,379.53326416015625,0.0,51968.52
2021-04-05,BOTZ,0.0,34.215087890625,0.0,51968.52
2021-04-06,AAPL,213.224,122.81483459472656,26187.07,51800.02
2021-04-06,MSFT,0.0,237.83642578125,0.0,51800.02
2021-04-06,GOOGL,0.0,109.55750274658203,0.0,51800.02
2021-04-06,NVDA,1852.4338,13.826648712158203,25612.95,51800.02
2021-04-06,SPY,0.0,379.3091735839844,0.0,51800.02
2021-04-06,BOTZ,0.0,33.988304138183594,0.0,51800.02
2021-04-07,AAPL,213.224,124.4593505859375,26537.72,52671.75
2021-04-07,MSFT,0.0,239.79391479492188,0.0,52671.75
2021-04-07,GOOGL,0.0,111.0338134765625,0.0,52671.75
2021-04-07,NVDA,1852.4338,14.107942581176758,26134.03,52671.75
2021-04-07,SPY,0.0,379.74810791015625,0.0,52671.75
2021-04-07,BOTZ,0.0,33.67277526855469,0.0,52671.75
2021-04-08,AAPL,213.224,126.85317993164062,27048.14,53502.76
2021-04-08,MSFT,0.0,243.0084686279297,0.0,53502.76
2021-04-08,GOOGL,0.0,111.59913635253906,0.0,53502.76
2021-04-08,NVDA,1852.4338,14.281005859375,26454.62,53502.76
2021-04-08,SPY,0.0,381.5506591796875,0.0,53502.76
2021-04-08,BOTZ,0.0,34.106624603271484,0.0,53502.76
2021-04-09,AAPL,213.224,129.42218017578125,27595.91,54203.9
2021-04-09,MSFT,0.0,245.5033721923828,0.0,54203.9
2021-04-09,GOOGL,0.0,112.60284423828125,0.0,54203.9
2021-04-09,NVDA,1852.4338,14.363798141479492,26607.99,54203.9
2021-04-09,SPY,0.0,384.3246765136719,0.0,54203.9
2021-04-09,BOTZ,0.0,34.224945068359375,0.0,54203.9
2021-04-12,AAPL,213.224,127.70950317382812,27230.73,55333.56
2021-04-12,MSFT,0.0,245.56092834472656,0.0,55333.56
2021-04-12,GOOGL,0.0,111.3110122680664,0.0,55333.56
2021-04-12,NVDA,1852.4338,15.17076301574707,28102.83,55333.56
2021-04-12,SPY,0.0,384.46478271484375,0.0,55333.56
2021-04-12,BOTZ,0.0,33.96858596801758,0.0,55333.56
2021-04-13,AAPL,213.224,130.81369018554688,27892.61,56864.83
2021-04-13,MSFT,0.0,248.03656005859375,0.0,56864.83
2021-04-13,GOOGL,0.0,111.7974853515625,0.0,56864.83
2021-04-13,NVDA,1852.4338,15.640079498291016,28972.21,56864.83
2021-04-13,SPY,0.0,385.60418701171875,0.0,56864.83
2021-04-13,BOTZ,0.0,34.2643928527832,0.0,56864.83
2021-04-14,AAPL,213.224,128.478271484375,27394.65,55623.13
2021-04-14,MSFT,0.0,245.2538299560547,0.0,55623.13
2021-04-14,GOOGL,0.0,111.17662811279297,0.0,55623.13
2021-04-14,NVDA,1852.4338,15.238594055175781,28228.49,55623.13
2021-04-14,SPY,0.0,384.28729248046875,0.0,55623.13
2021-04-14,BOTZ,0.0,34.126346588134766,0.0,55623.13
