date,fixed_total,bnh_total,eq_total
2021-03-31,50000.0,50000.0,50000.0
2021-04-01,51319.7,51319.7,51130.0
2021-04-05,52139.82,52136.66,52361.57
2021-04-06,51850.9,51844.34,52188.15
2021-04-07,52795.91,52791.29,52780.49
2021-04-08,53555.09,53548.31,53357.92
2021-04-09,54101.42,54090.13,53919.58
2021-04-12,55985.3,55995.26,54261.59
2021-04-13,57608.34,57620.67,55063.0
2021-04-14,56261.05,56270.58,54345.7
2021-04-15,58807.69,58829.52,55679.87
2021-04-16,58180.57,58198.46,55559.21
2021-04-19,56833.2,56837.86,55099.71
2021-04-20,56121.18,56125.91,54666.18
2021-04-21,56662.23,56670.04,55033.49
2021-04-22,55139.83,55140.56,54157.78
2021-04-23,56517.12,56520.97,55174.98
2021-04-26,57120.54,57127.93,55454.5
2021-04-27,56828.89,56835.04,55279.04
2021-04-28,56454.41,56460.26,55146.74
2021-04-29,56566.74,56573.84,55318.17
2021-04-30,55493.95,55499.18,54642.65
2021-05-03,55179.81,55178.83,54560.26
2021-05-04,53329.99,53329.89,53399.1
2021-05-05,53640.24,53641.8,53485.71
2021-05-06,54013.28,54012.32,53999.81
2021-05-07,54852.12,54855.63,54536.52
2021-05-10,53009.42,53009.37,53230.38
2021-05-11,52996.89,52999.92,52944.06
2021-05-12,51178.51,51177.44,51409.05
2021-05-13,51211.82,51203.55,51952.99
2021-05-14,53025.47,53023.52,53204.54
2021-05-17,52675.94,52675.15,52948.1
2021-05-18,52108.41,52107.83,52411.83
2021-05-19,52218.39,52219.25,52478.2
2021-05-20,53968.98,53975.15,53528.9
2021-05-21,54719.66,54738.3,53532.42
2021-05-24,56542.3,56570.07,54803.67
2021-05-25,56610.21,56639.21,54839.42
2021-05-26,56739.84,56770.06,54970.19
2021-05-27,55991.58,56021.05,54510.01
2021-05-28,57875.2,57922.24,55028.2
2021-06-01,57885.85,57934.08,55027.82
2021-06-02,59319.9,59377.13,55437.72
2021-06-03,59627.39,59692.28,55238.02
2021-06-04,61504.72,61576.87,56422.17
2021-06-07,61611.97,61684.95,56613.89
2021-06-08,61295.92,61363.49,56492.25
2021-06-09,61098.33,61162.97,56526.76
2021-06-10,61144.09,61212.57,56829.58
2021-06-11,62340.83,62414.81,57252.58
2021-06-14,63236.69,63307.32,57853.97
2021-06-15,62532.37,62600.13,57428.33
2021-06-16,62652.9,62719.91,57322.26
2021-06-17,65062.03,65143.03,58331.7
2021-06-18,64847.15,64930.92,57844.34
2021-06-21,64527.62,64602.56,58288.14
2021-06-22,65933.68,66014.33,58999.86
2021-06-23,66342.14,66427.05,59061.8
2021-06-24,66691.47,66780.2,59308.94
2021-06-25,66199.87,66285.63,59121.63
2021-06-28,68891.15,68993.08,60155.17
2021-06-29,69194.11,69293.24,60407.77
2021-06-30,69210.01,69307.14,60411.37
2021-07-01,69793.89,69894.71,60717.96
2021-07-02,70925.7,70946.84,61757.87
2021-07-06,71626.9,71754.94,62156.14
2021-07-07,70952.72,71211.64,62283.18
2021-07-08,69582.76,69818.02,61487.7
2021-07-09,70060.64,70434.88,61936.13
2021-07-12,71359.7,71572.17,62386.9
2021-07-13,70809.73,71023.98,62437.07
2021-07-14,70050.76,70384.36,62587.13
2021-07-15,67745.83,68006.45,61656.23
2021-07-16,65731.78,65637.46,60779.81
2021-07-19,66780.56,66775.59,60368.18
2021-07-20,66710.29,66790.76,60956.46
2021-07-21,68800.57,68791.39,61799.58
2021-07-22,69407.21,69446.18,62361.43
2021-07-23,70003.81,69568.27,63187.68
2021-07-26,69518.65,68928.77,63125.0
2021-07-27,68950.89,68430.14,62513.89
2021-07-28,70186.01,68983.64,62976.69
2021-07-29,70546.72,69481.83,63177.24
2021-07-30,70015.03,69081.39,62849.46
2021-08-02,70629.09,69697.86,62994.95
2021-08-03,70947.99,70094.67,63457.64
2021-08-04,71975.88,71248.05,63638.19
2021-08-05,73011.22,72213.59,64226.73
2021-08-06,72264.65,71416.62,63932.35
2021-08-09,72252.8,71224.26,63931.78
2021-08-10,71355.74,70222.36,63545.83
2021-08-11,70718.19,69632.81,63387.92
2021-08-12,71432.98,70546.36,64035.11
2021-08-13,72196.61,71314.44,64465.89
2021-08-16,71762.05,70939.11,64610.86
2021-08-17,70318.52,69534.17,63867.22
2021-08-18,69026.37,67966.07,62922.6
2021-08-19,70900.54,69995.94,63815.4
2021-08-20,73646.27,72849.36,65282.12
2021-08-23,76811.08,76031.72,66627.06
2021-08-24,76577.03,75587.87,66545.83
2021-08-25,77666.58,76534.19,66834.16
2021-08-26,77203.73,76052.88,66404.79
2021-08-27,78960.57,77673.13,67293.88
2021-08-30,79302.85,78366.34,67975.9
2021-08-31,78555.86,77423.12,67566.44
2021-09-01,78782.83,77653.78,67718.44
2021-09-02,78443.56,77676.17,67597.55
2021-09-03,79605.93,78928.8,68026.62
2021-09-07,79314.57,78748.44,68057.81
2021-09-08,78405.18,77706.52,67616.16
2021-09-09,77961.64,77153.45,67219.86
2021-09-10,78169.89,77314.74,66612.97
2021-09-13,77599.19,76531.04,66640.89
2021-09-14,77802.85,76590.97,66669.71
2021-09-15,78328.4,76962.76,67309.59
2021-09-16,77969.32,76673.51,67135.29
2021-09-17,76674.48,75440.07,66044.12
2021-09-20,74392.27,72991.32,64572.17
2021-09-21,74771.6,73400.56,64753.37
2021-09-22,76696.38,75521.76,65862.68
2021-09-23,78161.82,77061.59,66615.89
2021-09-24,77332.24,76020.8,66429.21
2021-09-27,76110.86,74725.53,65622.68
2021-09-28,72963.62,71778.44,63429.81
2021-09-29,72348.59,71414.36,63264.78
2021-09-30,72696.63,71772.52,63015.55
2021-10-01,73187.76,71982.4,63842.83
2021-10-04,70229.45,68900.63,62120.64
2021-10-05,72385.4,71029.36,63404.4
2021-10-06,73248.36,71792.15,64044.63
2021-10-07,74441.53,72934.75,64762.2
2021-10-08,73928.99,72246.66,64581.33
2021-10-11,73452.93,71878.82,64280.59
2021-10-12,72997.27,71655.71,63832.14
2021-10-13,73841.41,72284.8,64279.29
2021-10-14,76408.55,74752.76,65924.46
2021-10-15,76729.95,75190.09,66268.9
2021-10-18,77845.86,76345.08,66980.59
2021-10-19,78087.64,76795.71,67385.21
2021-10-20,77389.69,76366.78,67153.8
2021-10-21,78863.3,77938.91,67797.3
2021-10-22,78252.69,77930.77,67258.96
2021-10-25,79320.25,79078.78,67590.87
2021-10-26,83450.45,83231.04,69084.39
2021-10-27,83904.43,82475.39,70021.37
2021-10-28,85055.43,84218.98,70819.88
2021-10-29,86954.9,85519.83,71607.86
2021-11-01,86865.61,86098.36,71216.85
2021-11-02,88594.58,87734.62,72129.18
2021-11-03,89268.57,88432.47,72619.23
2021-11-04,97448.24,96769.06,75297.68
2021-11-05,97421.21,96707.16,75387.0
2021-11-08,100048.36,99363.05,76173.47
2021-11-09,99667.18,99023.09,75999.17
2021-11-10,96221.77,95524.04,74255.43
2021-11-11,98500.87,97960.01,75010.0
2021-11-12,98969.04,98221.56,75738.3
2021-11-15,98031.18,97265.36,75420.03
2021-11-16,98378.2,97855.64,75773.33
2021-11-17,96079.02,95691.85,75269.58
2021-11-18,102329.51,102564.45,77744.88
2021-11-19,105418.49,106331.4,78915.85
2021-11-22,102454.9,103690.18,77755.34
2021-11-23,101852.59,103187.44,77503.59
2021-11-24,104199.05,105687.1,78317.03
2021-11-26,100673.67,101982.5,76018.63
2021-11-29,105838.15,107318.79,78468.64
2021-11-30,103525.01,106106.87,77520.59
2021-12-01,100333.28,102796.28,76317.5
2021-12-02,102348.05,104484.45,77088.06
2021-12-03,98653.12,100488.19,75384.92
2021-12-06,97218.13,99196.54,75563.36
2021-12-07,103783.59,106189.52,78849.27
2021-12-08,102446.45,105094.01,78842.11
2021-12-09,99058.1,101524.91,77584.49
2021-12-10,98395.16,101362.16,78317.31
2021-12-13,93013.54,95560.48,76034.53
2021-12-14,93139.65,95848.27,75310.9
2021-12-15,98788.97,102028.39,78009.06
2021-12-16,93349.66,95724.05,75161.97
2021-12-17,91464.73,94048.53,74193.84
2021-12-20,91243.19,93661.92,73715.99
2021-12-21,94892.82,97619.06,75700.61
2021-12-22,96168.79,98798.6,76817.68
2021-12-23,96842.29,99507.18,77236.59
2021-12-27,100225.15,103430.45,79144.72
2021-12-28,98490.09,101667.73,78412.81
2021-12-29,97692.01,100836.72,78221.92
2021-12-30,96593.78,99602.41,77623.86
2021-12-31,95944.64,99065.58,77151.51
2022-01-03,97720.94,101475.99,78065.5
2022-01-04,95655.98,99010.92,76946.2
2022-01-05,90618.69,93998.06,73874.3
2022-01-06,91809.74,95143.67,73943.82
2022-01-07,89588.03,92722.22,73148.81
2022-01-10,90193.48,93126.07,73420.41
2022-01-11,91413.61,94576.59,74212.44
2022-01-12,92107.4,95109.58,74722.94
2022-01-13,88307.07,90961.73,72364.96
2022-01-14,89312.23,92033.1,73034.33
2022-01-18,86289.35,88903.9,71116.99
2022-01-19,84121.26,86270.24,70019.47
2022-01-20,81693.42,83652.35,68814.01
2022-01-21,79393.13,81357.47,67311.81
2022-01-24,79429.75,81254.75,67351.12
2022-01-25,76379.26,78278.37,65565.97
2022-01-26,77751.07,79442.58,66440.19
2022-01-27,75817.79,77212.39,65837.82
2022-01-28,78940.87,80933.66,68476.86
2022-01-31,83147.79,85800.87,70584.88
2022-02-01,83851.04,86178.67,70894.53
2022-02-02,86880.44,87914.97,72765.33
2022-02-03,83068.46,84157.5,70282.49
2022-02-04,83931.85,85094.98,70810.03
2022-02-07,84196.59,86077.81,70410.06
2022-02-08,85208.0,87466.29,71222.97
2022-02-09,89229.99,91835.07,73204.04
2022-02-10,86612.22,89009.93,71326.64
2022-02-11,81549.73,83661.06,68675.02
2022-02-14,82474.41,84524.99,69015.32
2022-02-15,87847.79,90853.03,71526.15
2022-02-16,88051.04,90865.36,71625.68
2022-02-17,82554.44,85154.61,68699.07
2022-02-18,80198.89,82690.15,67521.61
2022-02-22,79424.25,81660.91,66902.41
2022-02-23,76642.3,78504.6,65072.05
2022-02-24,80626.6,82404.94,67581.05
2022-02-25,81909.04,83738.58,68590.01
2022-02-28,82529.85,84370.07,68875.83
2022-03-01,80241.56,81750.79,67606.9
2022-03-02,82142.36,84125.91,68918.73
2022-03-03,80876.19,82757.46,68208.91
2022-03-04,78685.26,80338.08,66831.06
2022-03-07,74083.22,75703.75,63995.91
2022-03-08,74495.2,75899.07,63822.7
2022-03-09,79089.86,80515.54,66838.71
2022-03-10,77962.69,79034.21,65937.34
2022-03-11,76156.25,77101.89,64584.85
2022-03-14,73644.63,74573.79,63055.6
2022-03-15,78047.84,79437.03,65661.95
2022-03-16,82309.66,83989.1,68120.59
2022-03-17,83048.1,84824.8,68636.38
2022-03-18,87360.54,89666.36,70745.4
2022-03-21,88047.02,90576.63,71011.41
2022-03-22,88284.01,90450.56,71844.96
2022-03-23,86066.15,88286.99,70794.36
2022-03-24,92437.35,95365.54,73686.25
2022-03-25,91436.91,94244.1,73444.51
2022-03-28,92632.71,95735.59,74273.45
2022-03-29,93913.44,97297.3,75325.16
2022-03-30,91586.87,94615.62,74308.86
2022-03-31,90105.03,93165.2,73049.55
2022-04-01,88958.72,91622.03,72779.73
2022-04-04,90859.55,93832.48,74215.69
2022-04-05,88374.17,89665.41,72312.82
2022-04-06,85055.18,85267.58,69910.35
2022-04-07,84563.34,84783.73,69860.22
2022-04-08,82319.66,81673.08,68403.96
2022-04-11,79135.33,77983.03,66016.28
2022-04-12,78229.96,77135.27,65577.91
2022-04-13,79896.71,79307.86,66905.0
2022-04-14,77546.76,76197.04,64994.71
2022-04-18,78491.82,77547.41,65496.07
2022-04-19,79942.81,78924.17,66610.37
2022-04-20,78352.6,77024.44,65905.55
2022-04-21,75621.65,73515.94,64144.92
2022-04-22,72653.15,71191.23,62163.45
2022-04-25,74567.58,72341.34,63225.98
2022-04-26,71488.93,68667.24,60694.91
2022-04-27,69181.06,67660.13,60559.78
2022-04-28,72425.38,72120.35,63120.35
2022-04-29,69230.75,68139.9,60351.29
2022-05-02,71314.86,70765.34,61716.43
2022-05-03,71717.48,71134.17,61899.71
2022-05-04,74637.96,73862.75,64139.61
2022-05-05,70592.05,68810.47,60772.81
2022-05-06,70085.97,68458.59,60458.37
2022-05-09,66924.96,63286.6,57650.22
2022-05-10,68406.46,65282.1,58752.42
2022-05-11,67090.23,61759.11,56746.74
2022-05-12,66298.62,60077.82,55774.3
2022-05-13,69252.93,64657.88,58094.76
2022-05-16,68097.99,63303.9,57452.81
2022-05-17,69911.22,66157.26,59076.96
2022-05-18,66641.28,61864.6,56069.95
2022-05-19,66153.75,61923.36,55674.6
2022-05-20,65068.32,60824.77,55208.4
2022-05-23,66418.48,62042.94,56599.86
2022-05-24,63223.41,59750.55,55158.61
2022-05-25,63970.36,61924.57,55984.55
2022-05-26,65728.64,64626.4,57450.71
2022-05-27,68697.85,67870.3,59661.34
2022-05-31,69201.23,67406.6,59513.04
2022-06-01,68907.31,66466.91,59189.22
2022-06-02,71835.68,70113.78,61002.72
2022-06-03,69595.31,67104.5,59198.81
2022-06-06,70674.06,67371.69,59509.53
2022-06-07,70960.11,68056.98,60120.05
2022-06-08,70706.08,67245.1,59651.93
2022-06-09,69058.59,65012.29,58043.68
2022-06-10,66352.92,61511.98,55624.36
2022-06-13,62907.91,57379.84,52895.66
2022-06-14,63240.29,57984.73,53207.96
2022-06-15,65285.52,60128.53,54689.81
2022-06-16,62702.43,57033.96,52578.94
2022-06-17,63474.43,57951.75,53154.56
2022-06-21,66115.15,60285.32,54948.6
2022-06-22,65884.21,59680.37,54702.17
2022-06-23,66084.53,59687.29,55254.73
2022-06-24,69532.16,62471.3,57453.32
2022-06-27,68323.85,61796.82,56894.27
2022-06-28,65737.51,58946.87,54945.82
2022-06-29,65161.86,58013.55,54887.89
2022-06-30,63562.37,56697.87,53901.8
2022-07-01,62826.62,55302.12,53805.61
2022-07-05,64894.38,56784.87,54950.66
2022-07-06,65667.77,57388.78,55491.36
2022-07-07,67529.91,59723.7,56969.69
2022-07-08,67706.92,59756.58,57027.0
2022-07-11,65991.04,57687.74,55728.08
2022-07-12,64534.2,57626.51,55044.78
2022-07-13,63386.55,57795.94,54725.07
2022-07-14,63086.52,58710.49,55065.87
2022-07-15,63848.47,59944.33,55933.75
2022-07-18,62557.91,60450.51,55478.35
2022-07-19,64874.55,63275.1,57425.35
2022-07-20,65109.9,65666.39,58395.06
2022-07-21,65474.46,66589.91,59023.81
2022-07-22,62544.52,64515.55,57460.28
2022-07-25,62275.7,63600.31,57053.98
2022-07-26,60765.44,62144.69,55915.85
2022-07-27,65239.95,66085.69,59048.42
2022-07-28,66266.02,66664.11,59810.43
2022-07-29,67429.76,67772.24,60911.42
2022-08-01,66641.05,68378.13,60747.5
2022-08-02,66518.62,68415.64,60507.41
2022-08-03,68267.21,70135.93,62065.33
2022-08-04,68397.37,70941.41,62334.44
2022-08-05,68052.44,70319.79,62026.47
2022-08-08,67795.62,67121.48,60950.21
2022-08-09,67668.41,65272.19,60401.99
2022-08-10,69408.16,68460.68,62330.39
2022-08-11,68904.96,67960.98,61977.11
2022-08-12,70408.65,70421.15,63517.9
2022-08-15,70683.69,71403.88,64000.95
2022-08-16,70474.82,70982.52,63825.16
2022-08-17,69549.23,69743.12,63222.92
2022-08-18,69716.31,70843.08,63560.88
2022-08-19,68226.64,68092.27,62043.51
2022-08-22,66414.21,65464.01,60231.7
2022-08-23,66165.2,65807.68,60195.06
2022-08-24,66049.15,65952.45,60240.07
2022-08-25,67468.97,68075.66,61533.08
2022-08-26,64133.96,62943.34,58325.6
